5	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Gender\\Male\\	Male	N	LA 	\N	758	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Gender\\Male\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Gender\\Male\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Race\\Caucasian\\	Caucasian	N	LA 	\N	759	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Race\\Caucasian\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Race\\Caucasian\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
1	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\	Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105	N	FA 	\N	751	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
2	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Samples and Timepoints\\	Samples and Timepoints	N	FA 	\N	760	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Samples and Timepoints\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Samples and Timepoints\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
3	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Samples and Timepoints\\Vastus Lateralis Muscle\\	Vastus Lateralis Muscle	N	FA 	\N	761	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Samples and Timepoints\\Vastus Lateralis Muscle\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Samples and Timepoints\\Vastus Lateralis Muscle\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
2	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\	Subjects	N	FA 	\N	762	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
3	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\	Demographics	N	FA 	\N	763	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Biomarker Data\\Gene Expression\\Stanford cDNA microarrays\\	Stanford cDNA microarrays	N	FA 	\N	926	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Biomarker Data\\Gene Expression\\Stanford cDNA microarrays\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Biomarker Data\\Gene Expression\\Stanford cDNA microarrays\\	\N	2012-07-18 08:02:16.354231	2012-07-18 08:02:16.354231	2012-07-18 08:02:16.354231	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Race\\	Race	N	FA 	\N	764	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Race\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Race\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
3	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Medical History\\	Medical History	N	FA 	\N	765	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Medical History\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Medical History\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Medical History\\Family History Diabetes Status\\	Family History Diabetes Status	N	FA 	\N	766	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Medical History\\Family History Diabetes Status\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Medical History\\Family History Diabetes Status\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Gender\\	Gender	N	FA 	\N	767	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Gender\\	trial:GSE9105	\\Public Studies\\Acute_Physiologic_Hyperinsulinemia_Coletta_GSE9105\\Subjects\\Demographics\\Gender\\	\N	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	2012-07-06 06:05:55.315352	GSE9105	\N	\N	\N	\N	\N	EXP:PUBLIC
2	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\	Biomarker Data	N	FA 	\N	942	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\	trial:GSE14860	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\	\N	2012-07-18 17:15:25.733472	2012-07-18 17:15:25.733472	2012-07-18 17:15:25.733472	GSE14860	\N	\N	\N	\N	\N	EXP:PUBLIC
3	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\Gene Expression\\	Gene Expression	N	FA 	\N	943	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\Gene Expression\\	trial:GSE14860	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\Gene Expression\\	\N	2012-07-18 17:15:25.733472	2012-07-18 17:15:25.733472	2012-07-18 17:15:25.733472	GSE14860	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\Gene Expression\\Agilent Human 1A Microarray G4110\\Other\\	Other	N	LAH	\N	941	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\Gene Expression\\Agilent Human 1A Microarray G4110\\Other\\	trial:GSE14860	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Biomarker Data\\Gene Expression\\Agilent Human 1A Microarray G4110\\Other\\	\N	2012-07-18 17:15:25.733472	2012-07-18 17:15:25.733472	2012-07-18 17:15:25.733472	GSE14860	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\M - Metastasis stages\\M0\\	M0	N	LA 	\N	711	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\M - Metastasis stages\\M0\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\M - Metastasis stages\\M0\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\N - Node stages\\Unknown\\	Unknown	N	LA 	\N	708	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\N - Node stages\\Unknown\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\N - Node stages\\Unknown\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\T - Tumor stages\\Unknown\\	Unknown	N	LA 	\N	709	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\T - Tumor stages\\Unknown\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\T - Tumor stages\\Unknown\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\Survival time (Months)\\	Survival time (Months)	N	LA 	\N	746	<?xml version="1.0"?><ValueMetadata><Version>3.02</Version><CreationDateTime>08/14/2008 01:22:59</CreationDateTime><TestID></TestID><TestName></TestName><DataType>PosFloat</DataType><CodeType></CodeType><Loinc></Loinc><Flagstouse></Flagstouse><Oktousevalues>Y</Oktousevalues><MaxStringLength></MaxStringLength><LowofLowValue>0</LowofLowValue><HighofLowValue>0</HighofLowValue><LowofHighValue>100</LowofHighValue>100<HighofHighValue>100</HighofHighValue><LowofToxicValue></LowofToxicValue><HighofToxicValue></HighofToxicValue><EnumValues></EnumValues><CommentsDeterminingExclusion><Com></Com></CommentsDeterminingExclusion><UnitValues><NormalUnits>ratio</NormalUnits><EqualUnits></EqualUnits><ExcludingUnits></ExcludingUnits><ConvertingUnits><Units></Units><MultiplyingFactor></MultiplyingFactor></ConvertingUnits></UnitValues><Analysis><Enums /><Counts /><New /></Analysis></ValueMetadata>	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	N	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\Survival time (Months)\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\Survival time (Months)\\	\N	2012-07-05 11:41:33.695026	2012-07-05 11:41:33.695026	2012-07-05 11:41:33.695026	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
6	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\General clinical state finding (Survival Censor)\\Alive\\Alive\\	Alive	N	LA 	\N	717	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\General clinical state finding (Survival Censor)\\Alive\\Alive\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\General clinical state finding (Survival Censor)\\Alive\\Alive\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Oestrogen receptor assay\\Positive\\	Positive	N	LA 	\N	690	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Oestrogen receptor assay\\Positive\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Oestrogen receptor assay\\Positive\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
6	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\General clinical state finding (Survival Censor)\\Dead\\Cause of Death, Other\\	Cause of Death, Other	N	LA 	\N	693	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\General clinical state finding (Survival Censor)\\Dead\\Cause of Death, Other\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\End Points\\General clinical state finding (Survival Censor)\\Dead\\Cause of Death, Other\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Histology\\Histological Type\\Lobular Carcinoma\\	Lobular Carcinoma	N	LA 	\N	724	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Histology\\Histological Type\\Lobular Carcinoma\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Histology\\Histological Type\\Lobular Carcinoma\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Tumor Subtype\\Luminal A\\	Luminal A	N	LA 	\N	727	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Tumor Subtype\\Luminal A\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Tumor Subtype\\Luminal A\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Tumor Subtype\\Luminal B\\	Luminal B	N	LA 	\N	718	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Tumor Subtype\\Luminal B\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\Tumor Subtype\\Luminal B\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\M - Metastasis stages\\M1\\	M1	N	LA 	\N	703	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\M - Metastasis stages\\M1\\	trial:GSE4382	\\Public Studies\\Breast_Cancer_Sorlie_GSE4382\\Sample Factors\\TNM Category\\M - Metastasis stages\\M1\\	\N	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	2012-07-05 08:04:08.266519	GSE4382	\N	\N	\N	\N	\N	EXP:PUBLIC
5	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Sample Factors\\Histology\\Histological Type\\Other\\	Other	N	LA 	\N	772	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Sample Factors\\Histology\\Histological Type\\Other\\	trial:GSE14860	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Sample Factors\\Histology\\Histological Type\\Other\\	\N	2012-07-06 06:09:53.45872	2012-07-06 06:09:53.45872	2012-07-06 06:09:53.45872	GSE14860	\N	\N	\N	\N	\N	EXP:PUBLIC
4	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Sample Factors\\Tumor Status\\FIGO I/II and No Recurrence\\	FIGO I/II and No Recurrence	N	LA 	\N	773	\N	CONCEPT_CD	CONCEPT_DIMENSION	CONCEPT_PATH	T	LIKE	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Sample Factors\\Tumor Status\\FIGO I/II and No Recurrence\\	trial:GSE14860	\\Public Studies\\Endometrial_Cancer_Salvesen_GSE14860\\Sample Factors\\Tumor Status\\FIGO I/II and No Recurrence\\	\N	2012-07-06 06:09:53.45872	2012-07-06 06:09:53.45872	2012-07-06 06:09:53.45872	GSE14860	\N	\N	\N	\N	\N	EXP:PUBLIC
